#SMILES,glaxo_unsuitable_leads,glaxo_unsuitable_natprod,glaxo_reactive,ursu_reactive,alarmnmr,lint_blake-v2,oprea_filters,MLSMR_excluded,MLSMR_allowed,toxic,pains,passes,fails,passrate,failrate
Oc1ccc(CCNc2nc(NCCCOc3ccccc3-c3ccncc3)nc(n2)N2CCNCC2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC1CCCCC1)C(O)CN,1,1,1,0,1,0,1,0,1,1,0,7,4,63.64,36.36
CS(=O)(=O)c1ccc(CNCc2ccc(cc2)-c2ccc(cc2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
FC(F)(F)c1ccc2[nH]c(nc2c1)-c1ccc(cc1)-c1ccc(CNCC2CCN(C2)C(=O)OCC=C)cc1,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
NC1=NC2(CCCCC2)N(Cc2ccc(Cl)c(Cl)c2)C(N)=N1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CCN(CC)CCCNc1ncc2c(nn(C)c2n1)-c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
CCC(C)CN1CCN(C(C)C1)c1ccc(NC(=O)c2cccs2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CC(C)CNCc1cccc(c1)-c1cccc(CN(CCCN2CCN(C)CC2)C(=O)\C=C\c2ccccc2)c1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CN(Cc1ccccc1)C1CCCN(C1)c1cc(NC(=O)c2ccc(F)cc2)ccn1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCCNCc1ccc(nc1)-c1ccc(CN(CCOC)C(=O)[C@H]2CCCO2)cc1,1,1,1,1,1,1,1,0,1,1,0,9,2,81.82,18.18
Cc1cccc2nc([nH]c12)-c1ccc(s1)-c1ccc(CNCCCNS(C)(=O)=O)cc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
CS(=O)(=O)CCN(CCS(C)(=O)=O)Cc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
C(CCNc1cc(nc2ccccc12)-c1ccccc1)CNc1cc(nc2ccccc12)-c1ccccc1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
CNc1ccc(CNCc2ccc(cc2)-c2ccc(cc2)-c2nc3cc(F)ccc3[nH]2)cc1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
COc1cccc(\C=C\C(=O)c2ccc(OCCCOc3ccc(cc3)C(=O)\C=C\c3cccc(OC)c3)cc2)c1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CCc1ccc(cc1)C1(OC)OOC2(CCCCCC2)C=C1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CC(=O)c1ccc(OCCCOc2ccc(cc2)C(=O)\C=C\c2ccc3OCOc3c2)cc1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
COC1(OOC(C)(C)C=C1)c1ccccc1,1,1,0,0,1,0,0,0,1,0,0,4,7,36.36,63.64
Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,1,1,1,1,0,0,1,1,1,0,0,7,4,63.64,36.36
CC(C)(C)OOCN(C1CCCCC1)C1CCCCC1,1,1,0,0,1,0,0,0,1,0,0,4,7,36.36,63.64
CCN(CC)COOC(C)(C)C,1,1,0,0,1,0,0,0,1,0,0,4,7,36.36,63.64
CC(CCC=C(C)C)CCN(CCO)COOC(C)(C)C,1,1,0,0,1,0,0,0,1,0,0,4,7,36.36,63.64
CO[C@H]1O[C@]2(C)OO[C@]11CCCC[C@@H]1C[C@H]2Cc1ccccc1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CO[C@H]1O[C@]2(C)OO[C@]11[C@H](CCO)CCC[C@@H]1C[C@H]2Cc1ccccc1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
NC(=N)NCCCCCCCCCCCCNC(N)=N,0,1,1,1,1,0,0,0,1,1,0,6,5,54.55,45.45
CCOC(C\N=C(\N)Nc1ccc(Nc2ccc(N\C(N)=N\CC(OCC)OCC)cc2)cc1)OCC,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
CC(C)(C)OC(=O)N1CCN(C(=O)OC(C)(C)C)C1=Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N=C1N(CCN1C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,1,1,1,0,0,0,1,1,1,1,0,7,4,63.64,36.36
Oc1cc(O)c2c(c1)oc(-c1ccccc1)c(O)c2=O,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
OC(=O)C1CC(=O)NC(=O)N1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
CCCCNC(=O)CC(O)C(Cc1ccccc1)NC(=O)[C@@H](NC(=O)COc1ccc2ccccc2c1)c1ccccc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
ONC(=O)c1ccccc1O,1,1,1,1,0,0,1,1,1,0,0,7,4,63.64,36.36
COC(=O)\C=C\c1ccc(OCCCO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)c(O)c1,1,1,0,0,0,0,0,0,1,1,0,4,7,36.36,63.64
C1CCCCCC2(CCCCC1)OOCCCCOO2,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CCCCCCC1(CCCCCC)OOCCCOO1,1,1,0,0,1,0,0,0,1,0,0,4,7,36.36,63.64
CCOC(=O)[C@@]1(CCCc2ccccc2)CC[C@]2(O[N@@]12)c1ccccc1,1,1,1,0,1,0,0,0,1,1,0,6,5,54.55,45.45
C(CCCCNCCCNCc1ccccc1)CCCCNCCCNCc1ccccc1,0,1,1,1,1,0,0,0,1,1,1,7,4,63.64,36.36
COc1ccc(CCN(C)CCCN2CCC(CC2)NC(=O)c2cccc3c2[nH]c2ccccc2c3=O)cc1OC,1,1,1,1,0,0,1,0,1,1,1,8,3,72.73,27.27
C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O,1,1,1,1,0,1,0,0,1,1,0,7,4,63.64,36.36
C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,1,1,1,1,0,1,0,0,1,1,0,7,4,63.64,36.36
CO[C@H]1O[C@]2(C)CC[C@H]3CCCC(CCOS(=O)(=O)c4ccc(C)cc4)[C@@]13OO2,1,1,0,0,0,0,0,0,0,0,0,2,9,18.18,81.82
CCN(CC)C(=O)OCCC1CCC[C@@H]2CC[C@]3(C)OO[C@@]12[C@@H](OC)O3,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CO[C@H]1O[C@]2(C)CC[C@H]3CCCC(CCOC(=O)N(c4ccccc4)c4ccccc4)[C@@]13OO2,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CCOC(=O)C(=O)OC1(C)CCC2CC1OO[C@@]2(C)CS(=O)(=O)c1ccccc1,1,1,0,0,0,0,0,0,1,0,0,3,8,27.27,72.73
C[C@@]1(CS(=O)(=O)c2ccccc2)OOC2CC1CCC2(C)OCc1ccccc1,1,1,0,0,0,0,0,0,1,1,0,4,7,36.36,63.64
C[C@@H]1CCC2[C@](Br)(CBr)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,1,1,0,0,0,0,0,0,1,1,0,4,7,36.36,63.64
CSC1=NN=C2C3CC[C@@H](C)C4CC[C@@]5(C)OO[C@@]34[C@@H](O5)OC2(O)S1,1,1,0,0,0,0,0,0,1,1,0,4,7,36.36,63.64
O=C(CC1NCCCC1=O)Cn1cnc2ccccc2c1=O,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
OC1(Cn2cnc3ccccc3c2=O)CC2NCCC[C@@H]2O1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
O[C@@H](CC1NCCC[C@@H]1O)Cn1cnc2ccccc2c1=O,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
FC(F)(F)c1ccc(Cl)c(c1)S(=O)(=O)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
Clc1ccc2c(NCCCN3CCN(CCCNS(=O)(=O)c4ccc5ccccc5c4)CC3)ccnc2c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Clc1ccc2c(NCCCN3CCN(CCCNS(=O)(=O)c4cc(Br)c(Br)s4)CC3)ccnc2c1,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
Clc1ccc2c(NCCCN3CCN(CCCNS(=O)(=O)c4ccccc4)CC3)ccnc2c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Fc1ccccc1S(=O)(=O)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
CS(=O)(=O)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Clc1ccc2c(NCCCN3CCN(CCCNS(=O)(=O)c4cc(Cl)cc(Cl)c4)CC3)ccnc2c1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
C[C@@H]1CC[C@H]2[C@](C)(Br)[C@@H](Nc3nccs3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,1,1,0,0,0,0,0,0,1,1,0,4,7,36.36,63.64
COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)C(CNC(=O)OCC3c4ccccc4-c4ccccc34)NC(=O)OC(C)(C)C)c2c1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)CCC(O)=O)c2c1,1,1,1,1,0,0,1,0,1,0,1,7,4,63.64,36.36
COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)C(CN)NC(=O)OC(C)(C)C)c2c1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)C(C)NC(=O)OCC3c4ccccc4-c4ccccc34)c2c1,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)C(COCc3ccccc3)NC(=O)OC(C)(C)C)c2c1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)C(CC(C)C)NC(=O)OC(C)(C)C)c2c1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
Cc1ccc(CC(=O)Nc2ccc(NC(=O)\C=C\c3ccc(o3)-c3ccccc3)cc2C(=O)c2ccccc2)cc1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
[Cl-].N=C(NCc1ccccc1)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)C(=N)NCc1ccccc1,1,1,1,1,0,0,0,0,1,1,0,6,5,54.55,45.45
[Cl-].NC(=N)c1ccc(NC(=O)c2cccc(c2)C(=O)Nc2ccc(cc2)C(N)=N)cc1,1,1,1,1,1,0,0,0,1,1,0,7,4,63.64,36.36
[Cl-].NC(=N)c1ccc(NC(=O)[C@H]2C[C@@H]2C(=O)Nc2ccc(cc2)C(N)=N)cc1,1,1,1,1,1,0,0,0,1,1,0,7,4,63.64,36.36
CCCC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
OC1=C2Sc3cc(F)ccc3N=C2CC(C1)c1ccc(Cl)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Clc1cccc(c1)C(=O)Nc1cccc(c1)-c1cccc(CN2CCCC2)c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CC(C)CNC(=O)c1cncc(c1)-c1ccc(CNCCCc2ccccc2)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Fc1ccc2[nH]c(nc2c1)-c1ccc(s1)-c1ccc(CNCC2CCCO2)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
NOC[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1,1,0,0,1,0,0,0,1,0,0,4,7,36.36,63.64
CCCC\N=C(\N)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)C(\N)=N/CCCC,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
Nc1nc(N)c2cc(CNc3cccc(Cl)c3)ccc2n1,1,1,1,1,0,0,1,1,1,0,1,8,3,72.73,27.27
CSc1ccc(CNCCCNCCCCCCCCNCCCNCc2ccc(SC)cc2)cc1,0,1,1,1,0,0,1,0,1,1,1,7,4,63.64,36.36
CCCCCCCCCCCCNC(=N)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)C(=N)NCCCCCCCCCCCC,0,1,1,1,0,0,0,0,1,1,0,5,6,45.45,54.55
CC(C)c1ccc(CN(CCCN)Cc2ccccc2)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
C(CCCNCCCNCc1cccs1)CCCNCCCNCc1cccs1,0,1,1,1,0,0,1,0,1,1,0,6,5,54.55,45.45
C(N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3)c1ccccc1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
O=C(N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3)c1ccncc1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
C([C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3)c1ncc[nH]1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(Cl)c(Cl)c1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
NCCCN(Cc1ccccc1)Cc1ccc(Cc2ccncc2)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CCN(CC)CCOc1ccc(cc1)C1CC(=O)c2c(C1)n(O)c1ccc(Cl)cc1c2=O,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
C[C@@H]1CC[C@H]2[C@@H](CCCc3ccc(cc3)N(C)C)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4,1,1,0,0,0,0,0,0,1,0,0,3,8,27.27,72.73
Clc1ccc(CNCCCNCCCCCCCCNCCCNCc2ccc(Cl)cc2)cc1,0,1,1,1,1,0,1,0,1,1,1,8,3,72.73,27.27
NC(=N)Nc1ccc(cc1)C(=O)c1ccccc1,1,1,1,1,1,1,1,0,1,1,0,9,2,81.82,18.18
C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCC(O)=O)O[C@@H]3OC4(C)CC[C@@H]1C23OO4,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
NC(=N)Nc1ccc(NC(=S)Nc2ccccc2)cc1,1,1,1,0,0,0,1,0,1,0,0,5,6,45.45,54.55
NCCCCN(Cc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
Oc1ccc(OC[C@@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3OC4(C)CC[C@@H]1C23OO4,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CC(C)(C)c1ccc(COc2ccc(CN(CCCCN)Cc3ccc(OCc4ccc(cc4)C(C)(C)C)cc3)cc2)cc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
COc1ccc(Oc2c(OC)cc(NC(C)CCCN)c3nccc(C)c23)cc1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
COc1cc(NC(C)CCCNC2CCC3(CC2)OO[C@@]2(C)CCC(=C[C@H]2O3)C(C)C)c2ncccc2c1,1,1,0,0,0,0,0,0,1,0,0,3,8,27.27,72.73
C([C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3)c1nnn[nH]1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
COc1ccc(CNCCCNCCCCCCCNCCCNCc2ccc(OC)cc2)cc1,0,1,1,1,0,0,1,0,1,1,1,7,4,63.64,36.36
COc1ccc(CN(CCCCN)Cc2ccccc2)cc1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
CN(C)C(\NCCCCCCCCCCCCN\C(=N/C#N)N(C)C)=N/C#N,0,1,1,1,1,0,0,0,1,1,0,6,5,54.55,45.45
C(CCCCCCC1=NCCCN1)CCCCCC1=NCCCN1,0,1,1,1,1,0,0,0,1,1,1,7,4,63.64,36.36
CCS(=O)(=O)N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1,1,0,0,0,0,0,0,1,1,0,4,7,36.36,63.64
O=C1CN(C[C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)CCN1,1,1,0,0,1,0,0,0,1,1,0,5,6,45.45,54.55
CS([O-])(=O)=O.OC(=O)CNC[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1,1,0,0,0,0,0,0,1,0,0,3,8,27.27,72.73
Clc1ccc(CCC(=O)Cn2ccnc2)cc1,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
OC[C@@H]1CO[C@@](CCc2ccc(Cl)cc2)(Cn2ccnc2)O1,1,1,1,1,1,1,1,1,1,1,0,10,1,90.91,9.09
O=c1[nH]ccc2nc(N[C@@H]3CCNC3)nc(Nc3ccc4CCS(=O)(=O)c4c3)c12,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Fc1ccc(CCNS(=O)(=O)c2ccc3n(CCCn4ccnc4)c(NC(=O)c4ccc(Cl)cc4)nc3c2)cc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cc1nc(NC(N)=N)nc2ccc(cc12)C(C)(C)C,1,1,1,1,1,1,1,0,1,1,0,9,2,81.82,18.18
CCCCCN1CCC(C1)NS(=O)(=O)c1ccc(cc1)C(=O)Nc1cccc(c1)C(F)(F)F,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
NC(=O)C1CCN(Cc2ccc(cc2)-c2ccc(s2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(I)c(OC3CCN(C)C3)c2)C1,1,1,1,1,0,0,1,0,0,1,0,6,5,54.55,45.45
Cc1ccc(NC(=O)c2cccc(c2)N2CCN(CC2)c2ccncc2)cc1F,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCCCCCn1c2CCCc2c(=N)c2CCCc12,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
CCC1(CC)NC(N)=NC(=N)N1OCc1ccc(Cl)c(Cl)c1,1,1,1,1,1,0,1,0,1,1,1,9,2,81.82,18.18
COc1cc(CCNC(=N)\C=C\c2ccc(Cl)cc2)ccc1Cl,1,1,1,0,0,0,1,0,1,1,0,6,5,54.55,45.45
CC(C)NCc1cccc(c1)-c1cccc(NC(=O)c2ccc(cc2)C#N)c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CCCCNC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)NCCCC)cc1,1,1,1,1,0,0,1,0,1,1,0,7,4,63.64,36.36
Cc1nc(no1)-c1ccc2CCN(CCC3CCC(CC3)NC(=O)c3cc4cccc(Cl)c4[nH]3)CCc2c1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CN(C)CCN(C)Cc1ccc(cc1)-c1cccc(NC(=O)c2cccc(c2)C#N)c1,1,1,1,1,1,1,1,1,1,0,0,9,2,81.82,18.18
CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(\C=C\c2ccco2)nc(=O)c2ccccc12,1,1,1,1,1,1,1,0,1,0,0,8,3,72.73,27.27
Oc1ccc(CN2CCCN(Cc3cccc(NC(=O)c4cccc(F)c4)c3)CC2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
NC(=N)NN=C1C=Cc2cccc3cccc1c23,1,1,1,0,1,1,0,0,1,1,0,7,4,63.64,36.36
CCN(CCCN1CCCCC1)c1cc(C)nc(Nc2cc(Cl)cc(Cl)c2)n1,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
COc1ccccc1CN1CCC(CC1)NC(=O)c1ccc(s1)-c1ccc(cc1)N(C)C,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
CCc1cn2CCS(=O)(=O)N(C(C)C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCOCC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
COc1ccc(cc1CN1CCC(O)CC1)-c1ccc(NC(=O)c2cccc(Cl)c2)cc1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
Fc1ccccc1-c1csc(c1)C(=O)NCC1CCN(Cc2ccc3OCCOc3c2)C1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CC(C)(C)c1ccc(CN2CCCCC(C2)NC(=O)c2cc(cs2)-c2cccc(Cl)c2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1C,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CN1CCN(CCCN(Cc2ccc(cc2)-c2cccc(CNCc3ccc4OCOc4c3)c2)C(=O)CCC2CCCC2)CC1,1,1,1,1,1,1,1,0,1,1,1,10,1,90.91,9.09
COc1ccc(cc1CN(C)CCO)-c1ccc(NC(=O)c2ccc(cc2)C#N)cc1,1,1,1,1,0,1,1,1,1,0,0,8,3,72.73,27.27
Cc1ccc(s1)C(=O)Nc1cccc(CN2CCCN(Cc3ccc(O)cc3)CC2)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2ccc(F)cc2)nc(=O)c2sccc12,1,1,1,1,0,0,1,0,1,0,0,6,5,54.55,45.45
COc1ccc(CNC2Cc3ccccc3C2)cc1-c1ccc(s1)S(=O)(=O)NCc1cccnc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Brc1cc(CNC2CCN(Cc3ccccc3)CC2)ccc1OCC=C,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCc3ccc4n(C)c(=S)oc4c3)c2c1,1,1,1,1,0,1,1,1,1,1,0,9,2,81.82,18.18
Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(CNCC2CCN(C2)C(=O)OCC=C)cc1,1,1,1,1,1,0,1,1,1,1,1,10,1,90.91,9.09
CC(C)N1CCC(CC1)N(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(CCc2cccc(F)c2F)cc(=O)c2sc(C)nc12,1,1,1,1,0,0,1,1,1,1,0,8,3,72.73,27.27
Fc1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1cccc(CN2CCN(CC2)c2cnccn2)c1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
N#CCc1ccc(Nc2nccc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
CN(C1CCN(Cc2ccc(NC(C)=O)cc2)CC1)c1ccc(NC(=O)c2cccc(C)c2)cc1,1,1,1,1,0,1,1,1,1,0,1,9,2,81.82,18.18
Oc1cc(ccc1Cl)-c1oc(cc1-c1ccncc1)C(=O)NC1CCN(Cc2ccccc2)CC1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
COc1ccc(CNC2CCN(C)CC2)cc1-c1cccc(c1)S(=O)(=O)NCc1ccccc1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
Cc1ccc(cc1)-c1ccc2CCCC(=Cc2c1)C(=O)NC1CCN(CCNC(=O)c2cccc(c2)C(F)(F)F)CC1,1,1,1,1,0,1,1,0,1,1,0,8,3,72.73,27.27
FC(F)(F)c1ccc(NC(=O)Nc2ccccc2N2CCNCC2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cn1cc(Br)c(n1)-c1cccc(Nc2ccnc3cc(ccc23)-c2nccs2)c1,1,1,1,1,0,0,1,1,1,1,1,9,2,81.82,18.18
Fc1ccc(NC(=O)c2cnc(N3CCN(CC3)c3ccncc3)c(Cl)c2)cc1,1,1,1,1,0,1,1,1,1,1,1,10,1,90.91,9.09
Cc1cc(on1)-c1ccc2CCN(CCC3CCC(CC3)NC(=O)\C=C\c3ccc(F)cc3)CCc2c1,1,1,1,0,0,0,1,0,1,0,1,6,5,54.55,45.45
CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1,1,1,1,0,1,1,0,1,1,1,9,2,81.82,18.18
Clc1cccc(c1)C(=O)Nc1cccc(c1)-c1ccc(CN2CCCC2)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CCCCCN1CCC(C1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(C)C,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
Cc1[nH]c2c(NCc3ncccc3C)nccc2c1C,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
COCCNCc1ccc(cc1)-c1cccc(CNc2ccc(OC)cc2)c1,1,1,1,1,0,1,1,0,1,0,0,7,4,63.64,36.36
CCC1N=C(N)N=C(N)N1c1ccc(C)cc1,1,1,1,1,1,1,1,1,1,1,1,11,0,100,0
CC1(C)CC(O)=C2C(C1)=Nc1ccc(F)cc1S2(=O)=O,1,1,1,1,0,1,0,1,1,0,1,8,3,72.73,27.27
